i,x,probability
344,[0 0 1 0 0 1 0 1 1 0],0.0016634337155673725
345,[0 0 1 0 0 1 0 1 0 1],0.0012574863494728044
346,[0 0 1 0 0 1 0 0 1 1],0.0017193609175270622
347,[0 0 1 0 0 0 1 1 1 0],0.0017978128909122237
348,[0 0 1 0 0 0 1 1 0 1],0.001359071388340389
349,[0 0 1 0 0 0 1 0 1 1],0.001858258127590312
350,[0 0 1 0 0 0 0 1 1 1],0.002195068355090944
351,[0 0 0 1 1 1 1 0 0 0],0.0007212868668585987
352,[0 0 0 1 1 1 0 1 0 0],0.0008520204770674721
353,[0 0 0 1 1 1 0 0 1 0],0.0011649674843919697
354,[0 0 0 1 1 1 0 0 0 1],0.0008806667169800079
355,[0 0 0 1 1 0 1 1 0 0],0.0009208502765441534
356,[0 0 0 1 1 0 1 0 1 0],0.0012590784600149225
357,[0 0 0 1 1 0 1 0 0 1],0.0009518106802614455
358,[0 0 0 1 1 0 0 1 1 0],0.0014872870690678982
359,[0 0 0 1 1 0 0 1 0 1],0.0011243268484926589
360,[0 0 0 1 1 0 0 0 1 1],0.0015372919496383418
361,[0 0 0 1 0 1 1 1 0 0],0.0009430980554968884
362,[0 0 0 1 0 1 1 0 1 0],0.001289497845202802
363,[0 0 0 1 0 1 1 0 0 1],0.0009748064637874915
364,[0 0 0 1 0 1 0 1 1 0],0.0015232199832394201
365,[0 0 0 1 0 1 0 1 0 1],0.0011514906294384205
366,[0 0 0 1 0 1 0 0 1 1],0.0015744329836940908
367,[0 0 0 1 0 0 1 1 1 0],0.001646272103261344
368,[0 0 0 1 0 0 1 1 0 1],0.0012445128880070348
369,[0 0 0 1 0 0 1 0 1 1],0.001701622305399273
370,[0 0 0 1 0 0 0 1 1 1],0.002010042210735501
371,[0 0 0 0 1 1 1 1 0 0],0.000763799610477231
372,[0 0 0 0 1 1 1 0 1 0],0.0010443431052969427
373,[0 0 0 0 1 1 1 0 0 1],0.0007894797290609297
374,[0 0 0 0 1 1 0 1 1 0],0.001233630822466734
375,[0 0 0 0 1 1 0 1 0 1],0.000932573330108143
376,[0 0 0 0 1 1 0 0 1 1],0.0012751073895857685
377,[0 0 0 0 1 0 1 1 1 0],0.0013332887114776745
378,[0 0 0 0 1 0 1 1 0 1],0.0010079105280233539
379,[0 0 0 0 1 0 1 0 1 1],0.0013781159302237807
380,[0 0 0 0 1 0 0 1 1 1],0.001627900141087327
381,[0 0 0 0 0 1 1 1 1 0],0.0013655010192639657
382,[0 0 0 0 0 1 1 1 0 1],0.0010322616860810475
383,[0 0 0 0 0 1 1 0 1 1],0.0014114112653806797
384,[0 0 0 0 0 1 0 1 1 1],0.0016672302726174553
385,[0 0 0 0 0 0 1 1 1 1],0.0018019161498168887
386,[1 1 1 1 1 0 0 0 0 0],0.00057820067658454
387,[1 1 1 1 0 1 0 0 0 0],0.0005921700277056046
388,[1 1 1 1 0 0 1 0 0 0],0.0006400080144208579
389,[1 1 1 1 0 0 0 1 0 0],0.0007560097914284719
390,[1 1 1 1 0 0 0 0 1 0],0.0010336920867529563
391,[1 1 1 1 0 0 0 0 0 1],0.0007814280043052631
392,[1 1 1 0 1 1 0 0 0 0],0.0004795887700770732
393,[1 1 1 0 1 0 1 0 0 0],0.0005183319690542723
394,[1 1 1 0 1 0 0 1 0 0],0.0006122799011665915
395,[1 1 1 0 1 0 0 0 1 0],0.0008371702270124224
396,[1 1 1 0 1 0 0 0 0 1],0.0006328656938963746
397,[1 1 1 0 0 1 1 0 0 0],0.0005308548898432332
398,[1 1 1 0 0 1 0 1 0 0],0.0006270726076959072
399,[1 1 1 0 0 1 0 0 1 0],0.000857396292672392
400,[1 1 1 0 0 1 0 0 0 1],0.0006481557539888968
401,[1 1 1 0 0 0 1 1 0 0],0.0006777301716943497
402,[1 1 1 0 0 0 1 0 1 0],0.0009266603731553046
403,[1 1 1 0 0 0 1 0 0 1],0.0007005165032636823
404,[1 1 1 0 0 0 0 1 1 0],0.0010946180354758693
405,[1 1 1 0 0 0 0 1 0 1],0.000827485474543331
406,[1 1 1 0 0 0 0 0 1 1],0.0011314207787206745
407,[1 1 0 1 1 1 0 0 0 0],0.0004391633952600535
408,[1 1 0 1 1 0 1 0 0 0],0.00047464086234780083
409,[1 1 0 1 1 0 0 1 0 0],0.000560669759224341
410,[1 1 0 1 1 0 0 0 1 0],0.0007666036868342866
411,[1 1 0 1 1 0 0 0 0 1],0.0005795203395410535
412,[1 1 0 1 0 1 1 0 0 0],0.00048610820427778193
413,[1 1 0 1 0 1 0 1 0 0],0.0005742155626914565
414,[1 1 0 1 0 1 0 0 1 0],0.0007851248621040026
415,[1 1 0 1 0 1 0 0 0 1],0.0005935215737711275
416,[1 1 0 1 0 0 1 1 0 0],0.0006206031121696985
417,[1 1 0 1 0 0 1 0 1 0],0.0008485505523042817
418,[1 1 0 1 0 0 1 0 0 1],0.0006414687440649184
419,[1 1 0 1 0 0 0 1 1 0],0.0010023507700049322
420,[1 1 0 1 0 0 0 1 0 1],0.0007577352790609023
421,[1 1 0 1 0 0 0 0 1 1],0.0010360513457621067
422,[1 1 0 0 1 1 1 0 0 0],0.0003936910429547387
423,[1 1 0 0 1 1 0 1 0 0],0.00046504774403614016
424,[1 1 0 0 1 1 0 0 1 0],0.0006358597182506919
425,[1 1 0 0 1 1 0 0 0 1],0.0004806833650159254
426,[1 1 0 0 1 0 1 1 0 0],0.0005026162577404838
427,[1 1 0 0 1 0 1 0 1 0],0.000687227142016293
428,[1 1 0 0 1 0 1 0 0 1],0.0005195149899783882
429,[1 1 0 0 1 0 0 1 1 0],0.0008117874098340199
430,[1 1 0 0 1 0 0 1 0 1],0.0006136773452328283
431,[1 1 0 0 1 0 0 0 1 1],0.0008390809520973706
432,[1 1 0 0 0 1 1 1 0 0],0.0005147594863250764
433,[1 1 0 0 0 1 1 0 1 0],0.0007038305768366387
434,[1 1 0 0 0 1 1 0 0 1],0.0005320664925994739
435,[1 1 0 0 0 1 0 1 1 0],0.000831400225631154
436,[1 1 0 0 0 1 0 1 0 1],0.0006285038140658282
437,[1 1 0 0 0 1 0 0 1 1],0.0008593531809506545
438,[1 1 0 0 0 0 1 1 1 0],0.000898564234425896
439,[1 1 0 0 0 0 1 1 0 1],0.0006792769969374115
440,[1 1 0 0 0 0 1 0 1 1],0.0009287753471033557
441,[1 1 0 0 0 0 0 1 1 1],0.0010971163495239983
442,[1 0 1 1 1 1 0 0 0 0],0.0006787162150355417
443,[1 0 1 1 1 0 1 0 0 0],0.0007335457669534224
444,[1 0 1 1 1 0 0 1 0 0],0.0008665013090180166
445,[1 0 1 1 1 0 0 0 1 0],0.001184767123982079
446,[1 0 1 1 1 0 0 0 0 1],0.0008956344167903675
447,[1 0 1 1 0 1 1 0 0 0],0.0007512682615766962
448,[1 0 1 1 0 1 0 1 0 0],0.0008874360147745654
449,[1 0 1 1 0 1 0 0 1 0],0.001213391144364351
450,[1 0 1 1 0 1 0 0 0 1],0.000917272979578222
451,[1 0 1 1 0 0 1 1 0 0],0.0009591268304173466
452,[1 0 1 1 0 0 1 0 1 0],0.0013114139870087369
453,[1 0 1 1 0 0 1 0 0 1],0.000991374150793086
454,[1 0 1 1 0 0 0 1 1 0],0.0015491084368560747
455,[1 0 1 1 0 0 0 1 0 1],0.0011710612181112608
456,[1 0 1 1 0 0 0 0 1 1],0.0016011918469701703
457,[1 0 1 0 1 1 1 0 0 0],0.0006084398140910816
458,[1 0 1 0 1 1 0 1 0 0],0.0007187198387882962
459,[1 0 1 0 1 1 0 0 1 0],0.0009827055394931528
460,[1 0 1 0 1 1 0 0 0 1],0.000742884306058721
461,[1 0 1 0 1 0 1 1 0 0],0.0007767810517699104
462,[1 0 1 0 1 0 1 0 1 0],0.0010620926282409989
463,[1 0 1 0 1 0 1 0 0 1],0.0008028976263915679
464,[1 0 1 0 1 0 0 1 1 0],0.0012545974554409062
465,[1 0 1 0 1 0 0 1 0 1],0.0009484232281309418
466,[1 0 1 0 1 0 0 0 1 1],0.001296778953033447
467,[1 0 1 0 0 1 1 1 0 0],0.0007955481125773482
468,[1 0 1 0 0 1 1 0 1 0],0.0010877528279741335
469,[1 0 1 0 0 1 1 0 0 1],0.0008222956646705723
470,[1 0 1 0 0 1 0 1 1 0],0.0012849085793817743
471,[1 0 1 0 0 1 0 1 0 1],0.0009713371706800858
472,[1 0 1 0 0 1 0 0 1 1],0.0013281091836176407
473,[1 0 1 0 0 0 1 1 1 0],0.00138870890137534
474,[1 0 1 0 0 0 1 1 0 1],0.0010498058747566228
475,[1 0 1 0 0 0 1 0 1 1],0.0014353994322113984
476,[1 0 1 0 0 0 0 1 1 1],0.0016955663068448606
477,[1 0 0 1 1 1 1 0 0 0],0.0005571533597934195
478,[1 0 0 1 1 1 0 1 0 0],0.0006581376886541814
479,[1 0 0 1 1 1 0 0 1 0],0.000899871573713704
480,[1 0 0 1 1 1 0 0 0 1],0.0006802652907859509
481,[1 0 0 1 1 0 1 1 0 0],0.0007113048206156431
482,[1 0 0 1 1 0 1 0 1 0],0.0009725669861369612
483,[1 0 0 1 1 0 1 0 0 1],0.0007352199835615276
484,[1 0 0 1 1 0 0 1 1 0],0.001148845245328632
485,[1 0 0 1 1 0 0 1 0 1],0.0008684789782349327
486,[1 0 0 1 1 0 0 0 1 1],0.0011874711908379837
487,[1 0 0 1 0 1 1 1 0 0],0.0007284899730993465
488,[1 0 0 1 0 1 1 0 1 0],0.000996064242830531
489,[1 0 0 1 0 1 1 0 0 1],0.0007529829273239994
490,[1 0 0 1 0 1 0 1 1 0],0.001176601391707708
491,[1 0 0 1 0 1 0 1 0 1],0.0008894614645576607
492,[1 0 0 1 0 1 0 0 1 1],0.0012161605415820054
493,[1 0 0 1 0 0 1 1 1 0],0.0012716522033196127
494,[1 0 0 1 0 0 1 1 0 1],0.0009613159045571009
495,[1 0 0 1 0 0 1 0 1 1],0.0013144071077873768
496,[1 0 0 1 0 0 0 1 1 1],0.0015526440622929342
497,[1 0 0 0 1 1 1 1 0 0],0.0005899920527316632
498,[1 0 0 0 1 1 1 0 1 0],0.0008066960548268967
499,[1 0 0 0 1 1 1 0 0 1],0.000609828493690467
500,[1 0 0 0 1 1 0 1 1 0],0.0009529101236454413
501,[1 0 0 0 1 1 0 1 0 1],0.0007203602172689351
502,[1 0 0 0 1 1 0 0 1 1],0.0009849484287704363
503,[1 0 0 0 1 0 1 1 1 0],0.0010298902133207058
504,[1 0 0 0 1 0 1 1 0 1],0.0007785539469269996
505,[1 0 0 0 1 0 1 0 1 1],0.0010645167075522773
506,[1 0 0 0 1 0 0 1 1 1],0.0012574609003560195
507,[1 0 0 0 0 1 1 1 1 0],0.0010547724014409426
508,[1 0 0 0 0 1 1 1 0 1],0.000797363840951265
509,[1 0 0 0 0 1 1 0 1 1],0.001090235473137054
510,[1 0 0 0 0 1 0 1 1 1],0.0012878412052388258
511,[1 0 0 0 0 0 1 1 1 1],0.0013918784370897412
512,[0 1 1 1 1 1 0 0 0 0],0.0004225283598877841
513,[0 1 1 1 1 0 1 0 0 0],0.0004566619788172082
514,[0 1 1 1 1 0 0 1 0 0],0.0005394321939410689
515,[0 1 1 1 1 0 0 0 1 0],0.0007375655666616134
516,[0 1 1 1 1 0 0 0 0 1],0.0005575687346230104
517,[0 1 1 1 0 1 1 0 0 0],0.00046769495021291876
518,[0 1 1 1 0 1 0 1 0 0],0.0005524648969944131
519,[0 1 1 1 0 1 0 0 1 0],0.0007553851798041735
520,[0 1 1 1 0 1 0 0 0 1],0.0005710396172136116
521,[0 1 1 1 0 0 1 1 0 0],0.000597095336169902
522,[0 1 1 1 0 0 1 0 1 0],0.000816408373322398
523,[0 1 1 1 0 0 1 0 0 1],0.0006171706004516368
524,[0 1 1 1 0 0 0 1 1 0],0.0009643828047910285
525,[0 1 1 1 0 0 0 1 0 1],0.0007290330846019801
526,[0 1 1 1 0 0 0 0 1 1],0.0009968068391154761
527,[0 1 1 0 1 1 1 0 0 0],0.0003787784512041909
528,[0 1 1 0 1 1 0 1 0 0],0.0004474322374722239
529,[0 1 1 0 1 1 0 0 1 0],0.0006117740384807788
530,[0 1 1 0 1 1 0 0 0 1],0.000462475598006641
531,[0 1 1 0 1 0 1 1 0 0],0.00048357769642951763
532,[0 1 1 0 1 0 1 0 1 0],0.0006611957196809796
533,[0 1 1 0 1 0 1 0 0 1],0.0004998363229310193
534,[0 1 1 0 1 0 0 1 1 0],0.0007810377790061696
535,[0 1 1 0 1 0 0 1 0 1],0.000590431909808814
536,[0 1 1 0 1 0 0 0 1 1],0.0008072974713496826
537,[0 1 1 0 0 1 1 1 0 0],0.0004952609526229262
538,[0 1 1 0 0 1 1 0 1 0],0.0006771702343123507
539,[0 1 1 0 0 1 1 0 0 1],0.0005119123881811163
540,[0 1 1 0 0 1 0 1 1 0],0.0007999076825113041
541,[0 1 1 0 0 1 0 1 0 1],0.0006046967680063538
542,[0 1 1 0 0 1 0 0 1 1],0.0008268018100561807
543,[0 1 1 0 0 0 1 1 1 0],0.0008645275911508352
544,[0 1 1 0 0 0 1 1 0 1],0.0006535467175161688
545,[0 1 1 0 0 0 1 0 1 1],0.0008935943394904439
546,[0 1 1 0 0 0 0 1 1 1],0.0010555587664494354
547,[0 1 0 1 1 1 1 0 0 0],0.0003468505541850869
548,[0 1 0 1 1 1 0 1 0 0],0.0004097173929354648
549,[0 1 0 1 1 1 0 0 1 0],0.0005602065365875782
550,[0 1 0 1 1 1 0 0 0 1],0.000423492722343937
551,[0 1 0 1 1 0 1 1 0 0],0.0004428160880453753
552,[0 1 0 1 1 0 1 0 1 0],0.0006054623779865588
553,[0 1 0 1 1 0 1 0 0 1],0.0004577042465306482
554,[0 1 0 1 1 0 0 1 1 0],0.0007152027408806884
555,[0 1 0 1 1 0 0 1 0 1],0.0005406633732058528
556,[0 1 0 1 1 0 0 0 1 1],0.0007392489579057621
557,[0 1 0 1 0 1 1 1 0 0],0.00045351454217466147
558,[0 1 0 1 0 1 1 0 1 0],0.0006200903728873086
559,[0 1 0 1 0 1 1 0 0 1],0.0004687623991553692
560,[0 1 0 1 0 1 0 1 1 0],0.0007324820672715305
561,[0 1 0 1 0 1 0 1 0 1],0.0005537258215987291
562,[0 1 0 1 0 1 0 0 1 1],0.0007571092418470881
563,[0 1 0 1 0 0 1 1 1 0],0.0007916550509820757
564,[0 1 0 1 0 0 1 1 0 1],0.0005984581235697801
565,[0 1 0 1 0 0 1 0 1 1],0.000818271712352067
566,[0 1 0 1 0 0 0 1 1 1],0.000966583874964275
567,[0 1 0 0 1 1 1 1 0 0],0.0003672939718619843
568,[0 1 0 0 1 1 1 0 1 0],0.0005022009986251847
569,[0 1 0 0 1 1 1 0 0 1],0.0003796429605536649
570,[0 1 0 0 1 1 0 1 1 0],0.0005932251841711042
571,[0 1 0 0 1 1 0 1 0 1],0.0004484534395794747
572,[0 1 0 0 1 1 0 0 1 1],0.0006131703279855034
573,[0 1 0 0 1 0 1 1 1 0],0.000641148410865785
574,[0 1 0 0 1 0 1 1 0 1],0.0004846813955402549
575,[0 1 0 0 1 0 1 0 1 1],0.0006627048073275427
576,[0 1 0 0 1 0 0 1 1 1],0.0007828203895535671
577,[0 1 0 0 0 1 1 1 1 0],0.0006566385817265366
578,[0 1 0 0 0 1 1 1 0 1],0.0004963913171476528
579,[0 1 0 0 0 1 1 0 1 1],0.0006787157815758965
580,[0 1 0 0 0 1 0 1 1 1],0.0008017333609997417
581,[0 1 0 0 0 0 1 1 1 1],0.0008665007556301035
582,[0 0 1 1 1 1 1 0 0 0],0.0005360489919249316
583,[0 0 1 1 1 1 0 1 0 0],0.0006332081434125911
584,[0 0 1 1 1 1 0 0 1 0],0.0008657854098375847
585,[0 0 1 1 1 1 0 0 0 1],0.0006544975758605062
586,[0 0 1 1 1 0 1 1 0 0],0.000684361361804828
587,[0 0 1 1 1 0 1 0 1 0],0.0009357271985068707
588,[0 0 1 1 1 0 1 0 0 1],0.0007073706441927421
589,[0 0 1 1 1 0 0 1 1 0],0.001105328227518009
590,[0 0 1 1 1 0 0 1 0 1],0.0008355819319898661
591,[0 0 1 1 1 0 0 0 1 1],0.0011424910639049465
592,[0 0 1 1 0 1 1 1 0 0],0.0007008955592623844
593,[0 0 1 1 0 1 1 0 1 0],0.000958334404480213
594,[0 0 1 1 0 1 1 0 0 1],0.0007244607468191046
595,[0 0 1 1 0 1 0 1 1 0],0.0011320330010326858
596,[0 0 1 1 0 1 0 1 0 1],0.0008557696243795295
597,[0 0 1 1 0 1 0 0 1 1],0.001170093693010541
598,[0 0 1 1 0 0 1 1 1 0],0.0012234833905001392
599,[0 0 1 1 0 0 1 1 0 1],0.0009249022957526535
600,[0 0 1 1 0 0 1 0 1 1],0.0012646187853370102
601,[0 0 1 1 0 0 0 1 1 1],0.0014938315811627782
602,[0 0 1 0 1 1 1 1 0 0],0.0005676437906212993
603,[0 0 1 0 1 1 1 0 1 0],0.0007761392790310242
604,[0 0 1 0 1 1 1 0 0 1],0.0005867288486083637
605,[0 0 1 0 1 1 0 1 1 0],0.0009168149167485894
606,[0 0 1 0 1 1 0 1 0 1],0.0006930737498074371
607,[0 0 1 0 1 1 0 0 1 1],0.0009476396454581224
608,[0 0 1 0 1 0 1 1 1 0],0.0009908790837205282
609,[0 0 1 0 1 0 1 1 0 1],0.0007490631638013217
610,[0 0 1 0 1 0 1 0 1 1],0.0010241939637270143
611,[0 0 1 0 1 0 0 1 1 1],0.0012098296387744814
612,[0 0 1 0 0 1 1 1 1 0],0.001014818761413013
613,[0 0 1 0 0 1 1 1 0 1],0.0007671605593436564
614,[0 0 1 0 0 1 1 0 1 1],0.0010489385302326977
615,[0 0 1 0 0 1 0 1 1 1],0.001239059170501327
616,[0 0 1 0 0 0 1 1 1 1],0.0013391555843092263
617,[0 0 0 1 1 1 1 1 0 0],0.0005197961043739087
618,[0 0 0 1 1 1 1 0 1 0],0.0007107171440214865
619,[0 0 0 1 1 1 1 0 0 1],0.0005372724494997281
620,[0 0 0 1 1 1 0 1 1 0],0.0008395349866087739
621,[0 0 0 1 1 1 0 1 0 1],0.0006346533532929395
622,[0 0 0 1 1 1 0 0 1 1],0.0008677614451137824
623,[0 0 0 1 1 0 1 1 1 0],0.0009073561556267156
624,[0 0 0 1 1 0 1 1 0 1],0.0006859233218208169
625,[0 0 0 1 1 0 1 0 1 1],0.0009378628662279218
626,[0 0 0 1 1 0 0 1 1 1],0.0011078509860959836
627,[0 0 0 1 0 1 1 1 1 0],0.0009292779160865644
628,[0 0 0 1 0 1 1 1 0 1],0.0007024952562938838
629,[0 0 0 1 0 1 1 0 1 1],0.0009605216700175266
630,[0 0 0 1 0 1 0 1 1 1],0.001134616709557273
631,[0 0 0 1 0 0 1 1 1 1],0.0012262758218717004
632,[0 0 0 0 1 1 1 1 1 0],0.0007526069067739188
633,[0 0 0 0 1 1 1 1 0 1],0.000568939358947858
634,[0 0 0 0 1 1 1 0 1 1],0.0007779107094307298
635,[0 0 0 0 1 1 0 1 1 1],0.0009189074198061076
636,[0 0 0 0 1 0 1 1 1 1],0.0009931406279803758
637,[0 0 0 0 0 1 1 1 1 1],0.0010171349446712586
638,[1 1 1 1 1 1 0 0 0 0],0.00032637928976132676
639,[1 1 1 1 1 0 1 0 0 0],0.0003527455822064728
640,[1 1 1 1 1 0 0 1 0 0],0.000416680897773675
641,[1 1 1 1 1 0 0 0 1 0],0.0005697277358219468
642,[1 1 1 1 1 0 0 0 0 1],0.0004306903509333909
643,[1 1 1 1 0 1 1 0 0 0],0.0003612679293668987
644,[1 1 1 1 0 1 0 1 0 0],0.00042674792467655657
645,[1 1 1 1 0 1 0 0 1 0],0.000583492380360446
646,[1 1 1 1 0 1 0 0 0 1],0.0004410958467764304
647,[1 1 1 1 0 0 1 1 0 0],0.0004612224178057297
648,[1 1 1 1 0 0 1 0 1 0],0.0006306293502072405
649,[1 1 1 1 0 0 1 0 0 1],0.00047672942542951053
650,[1 1 1 1 0 0 0 1 1 0],0.0007449312395724757
651,[1 1 1 1 0 0 0 1 0 1],0.0005631368754232176
652,[1 1 1 1 0 0 0 0 1 1],0.0007699769744831942
653,[1 1 1 0 1 1 1 0 0 0],0.00029258495669675727
654,[1 1 1 0 1 1 0 1 0 0],0.00034561612839736813
655,[1 1 1 0 1 1 0 0 1 0],0.0004725608861540183
656,[1 1 1 0 1 1 0 0 0 1],0.0003572362746241222
657,[1 1 1 0 1 0 1 1 0 0],0.000373536453616986
658,[1 1 1 0 1 0 1 0 1 0],0.0005107363430942722
659,[1 1 1 0 1 0 1 0 0 1],0.0003860953241540172
660,[1 1 1 0 1 0 0 1 1 0],0.00060330756415143
661,[1 1 1 0 1 0 0 1 0 1],0.00045607529735282933
662,[1 1 1 0 1 0 0 0 1 1],0.0006235916931000829
663,[1 1 1 0 0 1 1 1 0 0],0.0003825611090496226
664,[1 1 1 0 0 1 1 0 1 0],0.000523075753260855
665,[1 1 1 0 0 1 1 0 0 1],0.00039542340239351065
666,[1 1 1 0 0 1 0 1 1 0],0.0006178834986650472
667,[1 1 1 0 0 1 0 1 0 1],0.00046709409450125175
668,[1 1 1 0 0 1 0 0 1 1],0.0006386576929680725
669,[1 1 1 0 0 0 1 1 1 0],0.000667798727767807
670,[1 1 1 0 0 0 1 1 0 1],0.0005048279210072984
671,[1 1 1 0 0 0 1 0 1 1],0.0006902511489053425
672,[1 1 1 0 0 0 0 1 1 1],0.0008153595195044547
673,[1 1 0 1 1 1 1 0 0 0],0.00026792245982806064
674,[1 1 0 1 1 1 0 1 0 0],0.0003164835414708113
675,[1 1 0 1 1 1 0 0 1 0],0.0004327279039439279
676,[1 1 0 1 1 1 0 0 0 1],0.0003271242052827256
677,[1 1 0 1 1 0 1 1 0 0],0.00034205041372731087
678,[1 1 0 1 1 0 1 0 1 0],0.00046768548496233165
679,[1 1 0 1 1 0 1 0 0 1],0.00035355067513832714
680,[1 1 0 1 1 0 0 1 1 0],0.0005524537161623598
681,[1 1 0 1 1 0 0 1 0 1],0.0004176319142074968
682,[1 1 0 1 1 0 0 0 1 1],0.0005710280604647746
683,[1 1 0 1 0 1 1 1 0 0],0.0003503143651960075
684,[1 1 0 1 0 1 1 0 1 0],0.000478984784700714
